address,adm-fees,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude
"Rua Dom Lúcio Antunes, 448 ",320.0,2,1250000.0,3,221, Coração Eucarístico, Belo Horizonte ,-19.9259176,-43.9912562
"Rua São Domingos do Prata, 570 ",,3-4,1731801.0,4,143-173, Santo Antônio, Belo Horizonte ,-19.9450923,-43.9374086
Rua Oligisto ,150.0,2,470000.0,3,75, Santa Tereza, Belo Horizonte ,-19.9117656,-43.913358
"Avenida Cristiano Machado, 640 ",,--,145000.0,--,28, Cidade Nova, Belo Horizonte ,-19.8475195,-43.9324755
"Rua José Oscar Barreira, 261 ",200.0,2,750000.0,3,144, Itapoã, Belo Horizonte ,-19.8384733,-43.9556921
Rua Monte Alverne ,600.0,1,430000.0,3,78, Floresta, Belo Horizonte ,-19.8489071,-43.9292352
"Rua Doutor Benedito Xavier, 1221 ",,5,715000.0,5,250, Providência, Belo Horizonte ,-19.8455372,-43.9183907
"Rua Major Lopes, 475 ",,2,1019875.0,2-3,68-97, São Pedro, Belo Horizonte ,-19.9475495,-43.9353399
"Rua Cláudio Manoel, 622 ",700.0,3,1969136.0,4,159, Funcionários, Belo Horizonte ,-19.9335821,-43.9329926
Rua Bolivar Mineiro ,300.0,2,797000.0,3,150, Dona Clara, Belo Horizonte ,-19.8597149,-43.9436186
"Avenida Professor Mário Werneck, 1461 ",,2,490000.0,3,75, Estoril, Belo Horizonte ,-19.9758245,-43.9684461
Rua Alessandra Salum Cadar ,400.0,2,850000.0,3,145, Buritis, Belo Horizonte ,-19.9760471,-43.9703167
"Rua dos Carijós, 244 ",,--,750000.0,--,330, Centro, Belo Horizonte ,-19.9199467,-43.9351965
"Rua Doutor Rubens Guimarães, 93 ",350.0,2,440000.0,3,92, Castelo, Belo Horizonte ,-19.8880639,-43.9981387
"Rua Congonhas, 132 ",,3-4,1926120.0,4,147-157, São Pedro, Belo Horizonte ,-19.9433887,-43.941144
Rua José Silva Passos ,400.0,2,310000.0,2,65, Nova Vista, Belo Horizonte ,-19.8864022,-43.8921415
Rua Bonaparte ,500.0,2,589000.0,3,98, Padre Eustáquio, Belo Horizonte ,-19.9151552,-43.9728782
"Rua Sargento João Ovídio, O ",,--,260000.0,--,401, Jonas Veiga, Belo Horizonte ,-19.9190624,-43.895964
"Rua Nossa Senhora dos Remédios, 251 ",,--,350000.0,--,727, Ouro Minas, Belo Horizonte ,-19.8437218,-43.9041436
"Rua das Clarissas, 31 ",205.0,1,195000.0,2,51, Planalto, Belo Horizonte ,-19.839381,-43.9415232
"Rua Congonhas, 132 ",,3-4,1779000.0,4,147-157, São Pedro, Belo Horizonte ,-19.9433887,-43.941144
"Rua dos Timbiras, 395 ",650.0,2,1053338.0,2,114, Funcionários, Belo Horizonte ,-19.9302789,-43.9251047
"Rua dos Carijós, 126 ",,--,900000.0,--,960, Centro, Belo Horizonte ,-19.9199467,-43.9351965
"Rua Júlio de Castilho, 1080 ",,--,2390000.0,--,1370, Cinqüentenário, Belo Horizonte ,-19.9610731,-43.9808977
Avenida Prudente de Morais ,,--,262000.0,--,80, Cidade Jardim, Belo Horizonte ,-19.9474128,-43.9485341
Rua Professor José Carvalho Lopes ,50.0,3,1000000.0,4,410, Planalto, Belo Horizonte ,-19.8380539,-43.9439825
"Rua Estácio Rodrigues, lote ",,--,320000.0,--,360, Havaí, Belo Horizonte ,-19.9587201,-43.970714
"Rua Marabá, 44 ",,2,689000.0,3,76, Santo Antônio, Belo Horizonte ,-19.9452195,-43.9478402
"Rua Piauí, 1702 ",,3,2450000.0,8,300, Funcionários, Belo Horizonte ,-19.9385064,-43.9287698
"Rua dos Inconfidentes, 443 ",1850.0,4,2450000.0,4,174, Funcionários, Belo Horizonte ,-19.937775,-43.9268338
Rua Professora Mírian Silvestre ,90.0,2,185000.0,2,60, Serra Verde, Belo Horizonte ,-19.7967838,-43.9523668
"Rua José Oscar Barreira, 261 ",200.0,4,950000.0,4,184, Itapoã, Belo Horizonte ,-19.8384733,-43.9556921
Rua Alessandra Salum Cadar ,,1,149900.0,--,25, Buritis, Belo Horizonte ,-19.9760471,-43.9703167
"Rua Carlos Schettino, 284 ",150.0,1,178000.0,2,58, Gameleira, Belo Horizonte ,-19.9427423,-43.9951065
"Rua Conselheiro Andrade Figueira, 30 ",,2,625000.0,2-3,63-83, Gutierrez, Belo Horizonte ,-19.940385,-43.956856
Rua Olívia Maria de Jesus ,,4,540000.0,5,300, Floramar, Belo Horizonte ,-19.8333087,-43.9362641
"Rua dos Tupinambás, 179 ",,--,77000.0,--,42, Centro, Belo Horizonte ,-19.9185301,-43.9357154
Rua Júlia Lopes de Almeida ,,3,890000.0,9,469, Santa Maria, Belo Horizonte ,-19.9369661,-44.0103308
Avenida Guarapari ,240.0,1,275000.0,3,73, Santa Amélia, Belo Horizonte ,-19.8457686,-43.9775604
Avenida do Contorno ,,1,630000.0,--,61, Funcionários, Belo Horizonte ,-19.9156428,-43.9453796
"Rua Lavras, 825 ",,2,865338.0,2,110, São Pedro, Belo Horizonte ,-19.9481626,-43.9382658
Rua Joaquim Nabuco ,294.0,2,700000.0,3,131, Nova Suíssa, Belo Horizonte ,-19.9356554,-43.9771593
Rua Frei Manoel da Cruz ,1200000.0,2,1100000.0,3,125, Liberdade, Belo Horizonte ,-19.860945,-43.9503519
"Rua São Miguel, 642 ",190.0,--,230000.0,3,68, Itapoã, Belo Horizonte ,-19.8431613,-43.956633
"Rua Professor Fernando de Magalhães, 121 ",,--,500000.0,--,360, Álvaro Camargos, Belo Horizonte ,-19.9153831,-44.0082815
Rua Desembargador Edésio Fernandes ,,10,8000000.0,--,550, Estoril, Belo Horizonte ,-19.9698548,-43.9558963
Rua Alberto Nepomuceno ,,2,385000.0,2,78, Estrela Dalva, Belo Horizonte ,-19.9656282,-43.9751672
"Rua Lavras, 825 ",,1,504444.0,2,50-110, São Pedro, Belo Horizonte ,-19.9481626,-43.9382658
"Rua Mato Grosso, 355 ",,--,130000000.0,--,31, Centro, Belo Horizonte ,-19.9173124,-43.9464026
"Rua Contria, 155 ",350.0,2,620000.0,4,150, Calafate, Belo Horizonte ,-19.9288646,-43.9703277
"Rua Dom Pedrito, 256 ",225.0,1,245000.0,2,55, Nova Vista, Belo Horizonte ,-19.8850209,-43.9034328
Rua Esmeraldo Botelho ,280.0,2,829000.0,3,100, Buritis, Belo Horizonte ,-19.979412,-43.9679018
"Rua Rio Negro, 820 ",,2-3,548000.0,3,73-81, Barroca, Belo Horizonte ,-19.9290593,-43.9661029
Rua Armando Greco ,200.0,1,179000.0,3,62, Frei Leopoldo, Belo Horizonte ,-19.8085515,-43.9357313
"Rua Bernardo Guimarães, 2014 ",800.0,1,680000.0,2,80, Lourdes, Belo Horizonte ,-19.927333,-43.9477878
"Avenida Otacílio Negrão de Lima, 13330 ",,--,1080000.0,--,1000, Bandeirantes, Belo Horizonte ,-19.8609803,-43.9768403
"Rua Póvoa de Varzim, 66 ",,--,1500000.0,--,1000, Paquetá, Belo Horizonte ,-19.8700528,-43.9935356
Rua Garret ,600.0,2,980000.0,3,110, Grajaú, Belo Horizonte ,-19.9440107,-43.9712955
Rua Espírito Santo ,,1,400000.0,--,35, Lourdes, Belo Horizonte ,-18.8647762,-41.1217768
"Rua João da Cunha, 98 ",,2,753200.0,3,80, Prado, Belo Horizonte ,-19.9290311,-43.9709895
Rua Ceuta ,,7,700000.0,3,222, Canaã, Belo Horizonte ,-19.7942371,-43.948405
"Rua Fluorina, 1660 ",,3,449000.0,2,120, Paraíso, Belo Horizonte ,-19.9157731,-43.9051504
Rua Paulo Piedade Campos ,798.0,2,805000.0,4,105, Estoril, Belo Horizonte ,-19.9616947,-43.9652056
Rua Itapoã ,,--,3600000.0,--,2400, Guarani, Belo Horizonte ,-19.8025366,-44.0251495
"Rua Cristina, 57 ",,3,,4,145-157, Anchieta, Belo Horizonte ,-19.9472539,-43.9352691
Avenida Silviano Brandão ,,4,3500000.0,--,507, Floresta, Belo Horizonte ,-19.9074223,-43.9107081
Rua Patagônia ,650.0,2,590000.0,4,175, Sion, Belo Horizonte ,-19.9592013,-43.9350687
"Rua Livramento, lotes 10 e 12 ",,--,1100000.0,--,635, Alto dos Pinheiros, Belo Horizonte ,-19.9353123,-44.0000188
"Rua Rio de Janeiro, 1186 ",550.0,1,1500.0,2,65, Centro, Belo Horizonte ,-19.9150685,-43.9375314
Rua Arthur Lourenço ,150.0,2,380000.0,3,85, Barreiro, Belo Horizonte ,-19.9799149,-44.0260075
"Rua Agostinho Bretas, 11 ",,1-2,,2-3,72, Caiçaras, Belo Horizonte ,-19.9013306,-43.97
Rua Maranhão ,,3,1750000.0,4,154, Funcionários, Belo Horizonte ,-19.9265829,-43.9240941
"Rua Ajax Correa Rabello, 31 ",,4,1900000.0,4,380, Mangabeiras, Belo Horizonte ,-19.9598514,-43.9168918
Rua São Tomáz de Aquino ,360.0,2,595000.0,3,180, São Pedro, Belo Horizonte ,-19.9504807,-43.9400618
Rua Itajubá ,312.0,3,490000.0,2,110, Sagrada Família, Belo Horizonte ,-19.9111658,-43.9295436
Rua Sergipe ,1150.0,2,1200000.0,3,90, Lourdes, Belo Horizonte ,-19.9276923,-43.9354354
Rua Vicente Risola ,,7,3600000.0,16,795, Santa Inês, Belo Horizonte ,-19.8910177,-43.9084895
Rua Doutor Sylvio Menicucci ,400.0,2,408000.0,3,101, Castelo, Belo Horizonte ,-19.8851177,-44.0059034
"Rua Bambuí, 893 ",,2,1002000.0,3,86, Santo Antônio, Belo Horizonte ,-19.9521977,-43.9262572
Rua Lobo Leite ,,4,890000.0,4,360, Heliópolis, Belo Horizonte ,-19.837781,-43.9402868
"Rua Fausto Nunes Vieira, 1 ",3000.0,4,3000000.0,4,430, Belvedere, Belo Horizonte ,-19.9732179,-43.9362799
Rua Duarte da Costa ,269.0,2,650000.0,3,221, Jaraguá, Belo Horizonte ,-19.8631014,-43.9522357
Rua Alberto Bressane ,470.0,2,420000.0,3,150, São Lucas, Belo Horizonte ,-19.9300689,-43.9139527
"Rua dos Aimorés, 1330 ",875.0,2,1100000.0,2,72, Funcionários, Belo Horizonte ,-19.9245137,-43.9538877
"Rua Estados Unidos, 132 ",,3-4,1551806.0,4,133-160, Sion, Belo Horizonte ,-19.9522548,-43.937375
Rua dos Timbiras ,620.0,1,460000.0,3,84, Lourdes, Belo Horizonte ,-19.9302789,-43.9251047
"Rua Gonçalves Dias, 2565 ",,2,840000.0,2,61, Santo Agostinho, Belo Horizonte ,-19.9311846,-43.9376407
Rua dos Aimorés ,850.0,1,1080000.0,3,182, Funcionários, Belo Horizonte ,-19.9245137,-43.9538877
Rua Itaúna ,530.0,2,2200.0,3,91, Floresta, Belo Horizonte ,-19.9067446,-43.9329186
"Rua Sílvio Menicucci, 157 ",600.0,2,649000.0,3,108, Buritis, Belo Horizonte ,-19.97946,-43.978228
"Rua Assunção, 245 ",580.0,2,590000.0,3,110, Sion, Belo Horizonte ,-19.9539031,-43.9378663
"Rua Estados Unidos, 132 ",,3-4,2420812.0,4-5,275, Sion, Belo Horizonte ,-19.9522548,-43.937375
Rua Odilon Braga ,1534.0,2,4800.0,5,289, Anchieta, Belo Horizonte ,-19.9524463,-43.9223112
Rua Tobias Barreto ,,2,520000.0,3,114, Santa Mônica, Belo Horizonte ,-19.9302388,-43.9757789
Rua Flavita Bretas ,620.0,2,610000.0,3,120, Luxemburgo, Belo Horizonte ,-19.946804,-43.9575754
"Rua Bambuí, 1188 ",,2,735000.0,1-2,54-74, Anchieta, Belo Horizonte ,-19.9521977,-43.9262572
Rua Monte Carmelo ,250.0,2,600000.0,2,153, Floresta, Belo Horizonte ,-19.9104485,-43.927612
"Avenida dos Bandeirantes, 1.190 ",,--,3900000.0,--,--, Comiteco, Belo Horizonte ,-19.9572301,-43.9319731
Rua Professor Pimenta da Veiga ,550.0,2,710000.0,4,177, Cidade Nova, Belo Horizonte ,-19.8891296,-43.9242268
"Rua Alvarenga Peixoto, 1040 ",2000.0,3,1980000.0,3,130, Lourdes, Belo Horizonte ,-19.929576,-43.9494157
"Rua Cardeal Stepinac, 232 ",,3,1422940.0,4,140, Cidade Nova, Belo Horizonte ,-19.8852186,-43.9266104
Rua Professor Magalhães Drumond ,450.0,1,1500.0,3,120, Santo Antônio, Belo Horizonte ,-19.939075,-43.9428019
Rua Leopoldina ,574.0,1,400000.0,3,80, Santo Antônio, Belo Horizonte ,-19.9475349,-43.9422533
Rua José Silveira ,790.0,2,1250000.0,3,168, Buritis, Belo Horizonte ,-19.9734616,-43.9745497
Rua Manhumirim ,500.0,2,658000.0,3,116, Caiçaras, Belo Horizonte ,-19.9064111,-43.9714806
"Rua Mucuri, 231 ",,3,914000.0,3,211, Floresta, Belo Horizonte ,-19.9187008,-43.9268711
Rua Curitiba ,2975.0,3,2500000.0,4,273, Lourdes, Belo Horizonte ,-19.9122312,-43.9396634
"Rua Cardeal Stepinac, 232 ",,3-4,1408950.0,4,140, Cidade Nova, Belo Horizonte ,-19.8852186,-43.9266104
"Rua Laura Soares Carneiro, 71 ",450.0,2,750000.0,3,165, Buritis, Belo Horizonte ,-19.9774397,-43.9651219
"Rua João Antônio Azeredo, 150 ",,4,3970000.0,4,378, Belvedere, Belo Horizonte ,-19.9709536,-43.9409204
"Rua Rosa de Pedra, 26 ",,2,400000.0,3,100, Etelvina Carneiro, Belo Horizonte ,-19.8115016,-43.9362966
"Rua Desembargador José Burnier, 91 ",380.0,1,2500.0,3,102, Castelo, Belo Horizonte ,-19.8905883,-43.9979285
"Rua La Plata, 166 ",,3-4,,3-4,185-238, Sion, Belo Horizonte ,-19.9542202,-43.9328012
"Rua Engenheiro Zoroastro Torres, 384 ",997.0,1,420000.0,3,98, Santo Antônio, Belo Horizonte ,-19.9501613,-43.9450108
Rua São Paulo ,320.0,--,250000.0,1,55, Centro, Belo Horizonte ,-19.914782,-43.9388011
Rua Antônio de Albuquerque ,,3,1400000.0,3,130, Lourdes, Belo Horizonte ,-19.936584,-43.9421163
"Rua Engenheiro Alberto Pontes, 0 ",225.0,1,1300.0,3,60, Buritis, Belo Horizonte ,-19.9689271,-43.9668895
"Rua São Paulo, 1031 ",320.0,--,220000.0,2,60, Centro, Belo Horizonte ,-19.914782,-43.9388011
"Rua La Plata, 166 ",,3,,3-4,237-238, Sion, Belo Horizonte ,-19.9542202,-43.9328012
Rua João Arantes ,352.0,1,400000.0,3,76, Cidade Nova, Belo Horizonte ,-19.8843894,-43.9244911
Rua da Bahia ,,--,180000.0,3,110, Centro, Belo Horizonte ,-19.9151776,-43.9347647
Rua José Ferreira Cascão ,7000.0,5,6700000.0,4,570, Belvedere, Belo Horizonte ,-19.9787549,-43.9444515
Rua México ,,1,235000.0,2,90, Jardim Leblon, Belo Horizonte ,-19.8323096,-43.9935167
Rua Professora Bartira Mourão ,430.0,2,620000.0,3,155, Buritis, Belo Horizonte ,-19.9691439,-43.9679544
"Rua Helianto, 239 ",,2,639000.0,3,79, Nova Suíssa, Belo Horizonte ,-19.9313486,-43.9720668
"Rua Ametista, 0 ",160.0,1,478000.0,3,127, Prado, Belo Horizonte ,-19.9239225,-43.960094
Rua Colômbia ,290.0,2,450000.0,3,142, Sion, Belo Horizonte ,-19.9521465,-43.9379054
"Rua Gustavo Ladeira, 11 ",485.0,2,325000.0,3,72, Castelo, Belo Horizonte ,-19.8798769,-43.9917158
Rua dos Geólogos ,,3,450000.0,4,242, Alípio de Melo, Belo Horizonte ,-19.895047,-44.0001242
Rua Flor,,2-4,648154.0,3,75,,Belo Horizonte,-19.8339596,-43.8688074
Rua Doutor Plínio de Morais ,583.0,5,1380000.0,4,156, Cidade Nova, Belo Horizonte ,-19.8902515,-43.925024
Rua Doutor Juvenal dos Santos ,900.0,2,850000.0,3,120, Luxemburgo, Belo Horizonte ,-19.9508257,-43.9585445
Rua Assunção ,580.0,2,590000.0,3,110, Sion, Belo Horizonte ,-19.9539031,-43.9378663
Rua Póvoa de Varzim ,279.0,1,190000.0,2,44, Ouro Preto, Belo Horizonte ,-19.8700528,-43.9935356
"Rua Ester de Lima, 745 ",,2,490000.0,3,110, Santa Cruz, Belo Horizonte ,-19.8766925,-43.9399981
"Rua Oliveiro Marciano, 88 ",,4,680000.0,1,360, Barreiro, Belo Horizonte ,-19.992021,-44.0224834
Rua Laura Soares Carneiro ,570.0,3,4500.0,4,185, Buritis, Belo Horizonte ,-19.9774397,-43.9651219
"Rua Goiânia, 264 ",1.0,6,760000.0,3,275, Caiçaras, Belo Horizonte ,-19.9006573,-43.972406
"Rua Maestro George Marinuzzi, 298 ",250.0,2,300000.0,2,60, Manacás, Belo Horizonte ,-19.8933063,-43.9979676
"Rua Cônsul Walter, 203 ",600.0,3,689000.0,3,123, Buritis, Belo Horizonte ,-19.9745736,-43.9696865
"Rua José Silva Passos, 450 ",,1-2,335500.0,2,60, Nova Vista, Belo Horizonte ,-19.8864022,-43.8921415
Rua João de Paula ,150.0,2,498000.0,2,147, Sagrada Família, Belo Horizonte ,-19.900775,-43.9182953
"Rua Paulo Afonso, 502 ",550.0,3,1260000.0,3,103, Santo Antônio, Belo Horizonte ,-19.9468549,-43.9460463
"Rua São Paulo, 2220 ",6082.0,4,6900000.0,4,350, Lourdes, Belo Horizonte ,-19.914782,-43.9388011
"Rua Bernardo Guimarães, 310 ",2000.0,4,3100000.0,4,198, Funcionários, Belo Horizonte ,-19.927333,-43.9477878
"Rua Câncer, 150 ",,--,219000.0,--,25-155, Santa Lúcia, Belo Horizonte ,-19.9679489,-43.9500084
Avenida José Cândido da Silveira ,,2,420000.0,3,85, Cidade Nova, Belo Horizonte ,-19.8772474,-43.9104561
Rua Doutor Pereira de Melo ,,3,950000.0,5,335, Luxemburgo, Belo Horizonte ,-19.943202,-43.9554971
Avenida Afonso Pena ,870.0,--,300000.0,3,114, Centro, Belo Horizonte ,-19.9469331,-43.9212512
Rua Alvarenga Peixoto ,500.0,2,750000.0,4,130, Santo Agostinho, Belo Horizonte ,-19.929576,-43.9494157
Rua Bambuí ,600.0,2,700000.0,4,132, Anchieta, Belo Horizonte ,-19.9521977,-43.9262572
Rua Coronel Fulgêncio ,,4,1290000.0,3,284, São Lucas, Belo Horizonte ,-19.9279564,-43.9193789
"Rua Mariano Procópio, 376 ",,1-3,,2-3,55-146, João Pinheiro, Belo Horizonte ,-19.9305746,-43.9939538
Rua Itajubá ,250.0,3,590000.0,2,111, Sagrada Família, Belo Horizonte ,-19.9111658,-43.9295436
"Rua Valparaíso, 360 ",522.0,2,695000.0,4,154, Sion, Belo Horizonte ,-19.9490878,-43.9358155
Rua dos Expedicionários ,,4,749000.0,3,142, Santa Amélia, Belo Horizonte ,-20.2252407,-44.3977797
Rua dos Xavantes ,,6,600000.0,3,210, Santa Mônica, Belo Horizonte ,-19.8292699,-43.9785643
"Rua Ouro Preto, 1161 ",528.0,2,850000.0,4,175, Santo Agostinho, Belo Horizonte ,-19.9190479,-43.949625
"Rua Kennedy Maro Campos, 187 ",,3,710000.0,3,93, Castelo, Belo Horizonte ,-19.8876077,-43.9975959
Rua Tomé de Souza ,1800.0,1,750000.0,3,100, Savassi, Belo Horizonte ,-19.9388244,-43.9274451
"Rua Campanha, 50 ",400.0,2,850000.0,3,119, Carmo, Belo Horizonte ,-19.94255,-43.9326357
"Rua Bráz Cubas, 77 ",431.0,2,760000.0,3,148, Cruzeiro, Belo Horizonte ,-19.9448694,-43.9283828
"Rua Heitor Sócrates Cardoso, 132 ",100.0,1,420000.0,2,89, Santa Amélia, Belo Horizonte ,-19.8356951,-43.9758151
Rua Nunes Vieira ,500.0,1,530000.0,2,58, Santo Antônio, Belo Horizonte ,-19.9424153,-43.945949
"Rua Úrsula Paulino, 1321 ",,2-3,,2-3,55-75, Betânia, Belo Horizonte ,-19.9669908,-43.9920275
Rua Nelson Soares de Faria ,390.0,2,450000.0,3,87, Cidade Nova, Belo Horizonte ,-19.8922512,-43.9271688
"Avenida Engenheiro Carlos Goulart, 130 ",814.0,2,530000.0,3,98, Buritis, Belo Horizonte ,-19.9703438,-43.960916
Rua Alvarenga Peixoto ,1680.0,4,2350000.0,4,223, Santo Agostinho, Belo Horizonte ,-19.929576,-43.9494157
Avenida Paulo Camilo Pena ,3800.0,4,5950000.0,4,360, Belvedere, Belo Horizonte ,-19.9676329,-43.9429816
Rua Aparecida Feitosa Furtado ,,4,890000.0,5,360, Diamante, Belo Horizonte ,-19.9940007,-44.0177754
Rua Curitiba ,1638.0,2,1150000.0,2,99, Lourdes, Belo Horizonte ,-19.9122312,-43.9396634
"Rua Úrsula Paulino, 1321 ",,1-2,355074.0,2-3,55-75, Estrela do Oriente, Belo Horizonte ,-19.9669908,-43.9920275
Rua Santo Antônio do Monte ,350.0,1,253000.0,3,110, Santo Antônio, Belo Horizonte ,-19.9472748,-43.9410432
Rua Alírio Elias Ferreira ,380.0,2,365000.0,3,89, Cidade Nova, Belo Horizonte ,-19.8841068,-43.9235072
"Rua Montes Claros, 1217 ",550.0,2,1189300.0,3,98, Cruzeiro, Belo Horizonte ,-19.9434371,-43.9342094
"Rua Pouso Alto, 536 ",,5,1350000.0,5,253, Serra, Belo Horizonte ,-19.9332707,-43.9209022
"Rua Desembargador José Satyro, 315 ",,2-3,,3,87-160, Castelo, Belo Horizonte ,-19.8888536,-43.995997
Avenida Expedicionário Benvindo Belém de Lima ,,--,1200000.0,--,1000, São Luíz, Belo Horizonte ,-19.8673564,-43.9785377
Rua Hidra ,,4,1890000.0,5,352, Santa Lúcia, Belo Horizonte ,-19.9616427,-43.9472879
"Rua Demétrio Ribeiro, 75 ",377.0,1,229700.0,2,56, Saudade, Belo Horizonte ,-19.9163944,-43.8936505
"Avenida Amazonas, 713 ",625.0,1,330000.0,3,93, Centro, Belo Horizonte ,-19.9379439,-43.9991336
"Rua Ipê Amarelo, 43 ",,4,2306860.0,4,186-310, Vale do Sereno, Nova Lima ,-19.8483931,-43.8791189
Rua Augustus William Parish ,,1,290000.0,2,53, Santa Amélia, Belo Horizonte ,-19.8352568,-43.9721231
"Rua Doutor Lucídio Avelar, 52 ",200.0,1,230000.0,3,65, Buritis, Belo Horizonte ,-19.9714927,-43.9659325
Rua dos Aimorés ,560.0,2,1230000.0,3,84, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877
"Avenida Senador José Augusto, 260 ",1100.0,3,1280000.0,4,126, Buritis, Belo Horizonte ,-19.9812868,-43.978411
Rua Joanésia ,300.0,3,699000.0,3,134, Serra, Belo Horizonte ,-19.938141,-43.9185333
Rua Augusto Clementino ,,2,575000.0,4,180, Santa Amélia, Belo Horizonte ,-19.8341265,-43.981495
"Rua Boaventura, 2058 ",,2,382007.0,2-3,54-67, Liberdade, Belo Horizonte ,-19.8700087,-43.94948275136835
"Rua Francisco Deslandes, 636 ",1450.0,2,1600000.0,4,363, Anchieta, Belo Horizonte ,-19.9515934,-43.9276908
Rua Paraguai ,385.0,2,780000.0,2,136, Sion, Belo Horizonte ,-19.947766,-43.9338933
"Rua Niteroi, 140 ",,2,549000.0,3,100, Santa Efigênia, Belo Horizonte ,-19.9238926,-43.9163689
Rua Amílcar Vianna Martins ,,4,2800000.0,4,350, Buritis, Belo Horizonte ,-19.9846791,-43.9691247
Avenida Amazonas ,,--,230000.0,3,120, Centro, Belo Horizonte ,-19.9379439,-43.9991336
"Rua Pedra Lavrada, 0 ",,1,196490.0,2,40-41, São Gabriel, Belo Horizonte ,-19.8490873,-43.9124684
Avenida Artur Bernardes ,460.0,1,550000.0,3,95, Vila Paris, Belo Horizonte ,-19.9545898,-43.9465102
Avenida Portugal ,,8,840000.0,3,256, Santa Amélia, Belo Horizonte ,-19.8425871,-43.9698185
Rua Tefé ,250.0,2,429000.0,3,67, Renascença, Belo Horizonte ,-19.8926275,-43.9403345
"Rua Mercês, 29 ",800.0,2,450000.0,2,73, Prado, Belo Horizonte ,-19.9189854,-44.2732979
Rua Engenheiro Amaro Lanari ,500.0,2,890000.0,4,197, Anchieta, Belo Horizonte ,-19.9510325,-43.9294902
"Rua Thomaz Naves, 100 ",,1-2,,3,71-139, Santa Amélia, Belo Horizonte ,-19.841271,-43.9853373
Rua Cláudio Gomes de Souza ,,1,245000.0,2,58, Palmares, Belo Horizonte ,-19.8712648,-43.9389073
"Avenida Dora Tomich Laender, 165 ",,10,4400000.0,5,565, Braúnas, Belo Horizonte ,-19.8446644,-44.0026123
"Rua Caetano de Azeredo, 800 ",,1,800000.0,2,230, Barreiro, Belo Horizonte ,-19.9790634,-44.0166794
Rua Castelo de São Jorge ,380.0,2,410000.0,3,92, Castelo, Belo Horizonte ,-19.8834954,-44.0009026
"Rua dos Borges, 990 ",,--,171000.0,2,47-50, Jardim Vitória, Belo Horizonte ,-19.8413359,-43.8776027
Rua Professor Galba Veloso ,250.0,2,480000.0,3,85, Santa Tereza, Belo Horizonte ,-19.9128102,-43.9195994
Rua Ágata ,340.0,2,590000.0,3,190, União, Belo Horizonte ,-19.884949,-43.9210884
Avenida José Cândido da Silveira ,630.0,2,600000.0,3,94, Sagrada Família, Belo Horizonte ,-19.8772474,-43.9104561
"Rua Palmira, 154 ",,2,775000.0,2,65, Serra, Belo Horizonte ,-19.9400054,-43.9167042
"Rua Osório Duque Estrada, 0 ",,1,243490.0,2,37-45, Planalto, Belo Horizonte ,-19.8289019,-43.9448977
Rua Helena Antipoff ,,4,1990000.0,4,395, São Bento, Belo Horizonte ,-19.9548137,-43.9522343
"Rua Levindo Lopes, 236 ",1680.0,4,3200000.0,3,220, Savassi, Belo Horizonte ,-19.9372043,-43.9394458
"Rua Aluísio Lobão Veras, 75 ",499.0,2,319000.0,3,69, Serrano, Belo Horizonte ,-19.8816511,-44.0073674
"Avenida Afonso Vaz de Melo, 17 ",,--,,1,25, Barreiro, Belo Horizonte ,-19.9766048,-44.0246651
Rua Doutor Cinyras Ladeira ,,2,380000.0,3,81, Heliópolis, Belo Horizonte ,-19.842733,-43.937273
"Rua Odilon Braga, 485 ",1350.0,2,1180000.0,3,134, Anchieta, Belo Horizonte ,-19.9524463,-43.9223112
"Rua Engenheiro Walter Kurrle, 15 ",3200.0,4,2300000.0,4,215, Belvedere, Belo Horizonte ,-19.9777773,-43.9433639
Rua Curitiba ,2351.0,3,2050000.0,4,172, Centro, Belo Horizonte ,-19.9122312,-43.9396634
"Rua Aporé, 324 ",,10,650000.0,5,120, Aparecida, Belo Horizonte ,-19.8893743,-43.9544844
"Rua Engenheiro Alberto Pontes, 434 ",780.0,2,625000.0,3,115, Buritis, Belo Horizonte ,-19.9689271,-43.9668895
"Rua Canto das Aves, 5 ",,4,7650000.0,4,810, Vale dos Cristais, Nova Lima ,-20.0120386,-43.9260328
Avenida Pedro Serafim Ferreira ,,6,2490000.0,4,600, Palmares, Belo Horizonte ,-19.8724439,-43.9292508
Rua Afonso Ferreira Gomes ,,2,1490000.0,3,229, Castelo, Belo Horizonte ,-19.8719965,-43.9980992
Rua Pioneiros da Paz ,,2,359999.0,3,120, Santa Amélia, Belo Horizonte ,-19.8388031,-43.9796899
"Rua Curitiba, 224 ",,--,4000000.0,45,0, Centro, Belo Horizonte ,-19.9122312,-43.9396634
